03/31/2021 09:36:23 - WARNING - __main__ -   Process rank: -1, device: cuda:0, n_gpu: 2distributed training: False, 16-bits training: False
03/31/2021 09:36:23 - INFO - __main__ -   Training/evaluation parameters TrainingArguments(output_dir=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model, overwrite_output_dir=True, do_train=True, do_eval=None, do_predict=False, evaluation_strategy=IntervalStrategy.NO, prediction_loss_only=False, per_device_train_batch_size=8, per_device_eval_batch_size=8, gradient_accumulation_steps=1, eval_accumulation_steps=None, learning_rate=5e-05, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, adam_epsilon=1e-08, max_grad_norm=1.0, num_train_epochs=3.0, max_steps=-1, lr_scheduler_type=SchedulerType.LINEAR, warmup_ratio=0.0, warmup_steps=0, logging_dir=runs/Mar31_09-36-23_gr026.nyu.cluster, logging_strategy=IntervalStrategy.STEPS, logging_first_step=False, logging_steps=500, save_strategy=IntervalStrategy.STEPS, save_steps=500, save_total_limit=None, no_cuda=False, seed=42, fp16=False, fp16_opt_level=O1, fp16_backend=auto, fp16_full_eval=False, local_rank=-1, tpu_num_cores=None, tpu_metrics_debug=False, debug=False, dataloader_drop_last=False, eval_steps=500, dataloader_num_workers=0, past_index=-1, run_name=/scratch/as11919/Domain-Adaptation/movie_roberta/roberta_DAPT_movies_model, disable_tqdm=False, remove_unused_columns=True, label_names=None, load_best_model_at_end=False, metric_for_best_model=None, greater_is_better=None, ignore_data_skip=False, sharded_ddp=[], deepspeed=None, label_smoothing_factor=0.0, adafactor=False, group_by_length=False, report_to=['tensorboard', 'wandb'], ddp_find_unused_parameters=None, dataloader_pin_memory=True, skip_memory_metrics=False, _n_gpu=2)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
huggingface/tokenizers: The current process just got forked, after parallelism has already been used. Disabling parallelism to avoid deadlocks...
To disable this warning, you can either:
	- Avoid using `tokenizers` before the fork if possible
	- Explicitly set the environment variable TOKENIZERS_PARALLELISM=(true | false)
{'loss': 2.5372, 'learning_rate': 4.99443029739984e-05, 'epoch': 0.0}
{'loss': 2.2407, 'learning_rate': 3.57415613435905e-05, 'epoch': 0.86}
{'loss': 2.1901, 'learning_rate': 3.56858643175889e-05, 'epoch': 0.86}
{'loss': 2.145, 'learning_rate': 3.5630167291587304e-05, 'epoch': 0.86}
{'loss': 2.1857, 'learning_rate': 3.5574470265585704e-05, 'epoch': 0.87}
{'loss': 2.1889, 'learning_rate': 3.5518773239584105e-05, 'epoch': 0.87}
{'loss': 2.2131, 'learning_rate': 3.5463076213582506e-05, 'epoch': 0.87}
{'loss': 2.203, 'learning_rate': 3.54073791875809e-05, 'epoch': 0.88}
{'loss': 2.2368, 'learning_rate': 3.53516821615793e-05, 'epoch': 0.88}
{'loss': 2.2268, 'learning_rate': 3.52959851355777e-05, 'epoch': 0.88}
{'loss': 2.1499, 'learning_rate': 3.52402881095761e-05, 'epoch': 0.89}
{'loss': 2.1883, 'learning_rate': 3.51845910835745e-05, 'epoch': 0.89}
{'loss': 2.2094, 'learning_rate': 3.51288940575729e-05, 'epoch': 0.89}
{'loss': 2.1821, 'learning_rate': 3.50731970315713e-05, 'epoch': 0.9}
{'loss': 2.2102, 'learning_rate': 3.5017500005569704e-05, 'epoch': 0.9}
{'loss': 2.1715, 'learning_rate': 3.4961802979568104e-05, 'epoch': 0.9}
{'loss': 2.1591, 'learning_rate': 3.4906105953566505e-05, 'epoch': 0.91}
{'loss': 2.2039, 'learning_rate': 3.4850408927564906e-05, 'epoch': 0.91}
{'loss': 2.153, 'learning_rate': 3.4794711901563306e-05, 'epoch': 0.91}
{'loss': 2.2115, 'learning_rate': 3.473901487556171e-05, 'epoch': 0.92}
{'loss': 2.1745, 'learning_rate': 3.46833178495601e-05, 'epoch': 0.92}
{'loss': 2.1843, 'learning_rate': 3.46276208235585e-05, 'epoch': 0.92}
{'loss': 2.2108, 'learning_rate': 3.457192379755691e-05, 'epoch': 0.93}
{'loss': 2.2291, 'learning_rate': 3.451622677155531e-05, 'epoch': 0.93}
{'loss': 2.2227, 'learning_rate': 3.446052974555371e-05, 'epoch': 0.93}
{'loss': 2.2425, 'learning_rate': 3.440483271955211e-05, 'epoch': 0.94}
{'loss': 2.1796, 'learning_rate': 3.434913569355051e-05, 'epoch': 0.94}
{'loss': 2.1575, 'learning_rate': 3.429343866754891e-05, 'epoch': 0.94}
{'loss': 2.223, 'learning_rate': 3.423774164154731e-05, 'epoch': 0.95}
{'loss': 2.2236, 'learning_rate': 3.418204461554571e-05, 'epoch': 0.95}
{'loss': 2.1506, 'learning_rate': 3.4126347589544114e-05, 'epoch': 0.95}
{'loss': 2.1987, 'learning_rate': 3.407065056354251e-05, 'epoch': 0.96}
{'loss': 2.2609, 'learning_rate': 3.401495353754091e-05, 'epoch': 0.96}
{'loss': 2.2151, 'learning_rate': 3.395925651153931e-05, 'epoch': 0.96}
{'loss': 2.2159, 'learning_rate': 3.390355948553771e-05, 'epoch': 0.97}
{'loss': 2.1819, 'learning_rate': 3.384786245953611e-05, 'epoch': 0.97}
{'loss': 2.1453, 'learning_rate': 3.379216543353451e-05, 'epoch': 0.97}
{'loss': 2.1647, 'learning_rate': 3.373646840753291e-05, 'epoch': 0.98}
{'loss': 2.1989, 'learning_rate': 3.368077138153131e-05, 'epoch': 0.98}
{'loss': 2.1398, 'learning_rate': 3.362507435552971e-05, 'epoch': 0.98}
{'loss': 2.1919, 'learning_rate': 3.3569377329528113e-05, 'epoch': 0.99}
{'loss': 2.1989, 'learning_rate': 3.3513680303526514e-05, 'epoch': 0.99}
{'loss': 2.188, 'learning_rate': 3.3457983277524915e-05, 'epoch': 0.99}
{'loss': 2.1451, 'learning_rate': 3.3402286251523315e-05, 'epoch': 1.0}
{'loss': 2.1506, 'learning_rate': 3.3346589225521716e-05, 'epoch': 1.0}
{'loss': 2.1856, 'learning_rate': 3.3290892199520117e-05, 'epoch': 1.0}
{'loss': 2.1581, 'learning_rate': 3.323519517351852e-05, 'epoch': 1.01}
{'loss': 2.2188, 'learning_rate': 3.317949814751692e-05, 'epoch': 1.01}
{'loss': 2.1689, 'learning_rate': 3.312380112151532e-05, 'epoch': 1.01}
{'loss': 2.1309, 'learning_rate': 3.306810409551372e-05, 'epoch': 1.02}
{'loss': 2.2052, 'learning_rate': 3.301240706951212e-05, 'epoch': 1.02}
{'loss': 2.1594, 'learning_rate': 3.295671004351052e-05, 'epoch': 1.02}
{'loss': 2.1798, 'learning_rate': 3.290101301750892e-05, 'epoch': 1.03}
{'loss': 2.1873, 'learning_rate': 3.284531599150732e-05, 'epoch': 1.03}
{'loss': 2.2016, 'learning_rate': 3.278961896550572e-05, 'epoch': 1.03}
{'loss': 2.1386, 'learning_rate': 3.273392193950412e-05, 'epoch': 1.04}
{'loss': 2.126, 'learning_rate': 3.267822491350252e-05, 'epoch': 1.04}
{'loss': 2.1808, 'learning_rate': 3.262252788750092e-05, 'epoch': 1.04}
{'loss': 2.1762, 'learning_rate': 3.256683086149932e-05, 'epoch': 1.05}
{'loss': 2.1779, 'learning_rate': 3.251113383549772e-05, 'epoch': 1.05}
{'loss': 2.1729, 'learning_rate': 3.245543680949612e-05, 'epoch': 1.05}
{'loss': 2.1992, 'learning_rate': 3.239973978349452e-05, 'epoch': 1.06}
{'loss': 2.1592, 'learning_rate': 3.234404275749292e-05, 'epoch': 1.06}
{'loss': 2.1739, 'learning_rate': 3.228834573149132e-05, 'epoch': 1.06}
{'loss': 2.2034, 'learning_rate': 3.223264870548972e-05, 'epoch': 1.07}
{'loss': 2.1609, 'learning_rate': 3.217695167948812e-05, 'epoch': 1.07}
{'loss': 2.1439, 'learning_rate': 3.212125465348653e-05, 'epoch': 1.07}
{'loss': 2.1228, 'learning_rate': 3.2065557627484924e-05, 'epoch': 1.08}
{'loss': 2.1061, 'learning_rate': 3.2009860601483324e-05, 'epoch': 1.08}
{'loss': 2.1791, 'learning_rate': 3.1954163575481725e-05, 'epoch': 1.08}
{'loss': 2.1215, 'learning_rate': 3.1898466549480126e-05, 'epoch': 1.09}
{'loss': 2.2061, 'learning_rate': 3.1842769523478526e-05, 'epoch': 1.09}
{'loss': 2.1512, 'learning_rate': 3.178707249747693e-05, 'epoch': 1.09}
{'loss': 2.1489, 'learning_rate': 3.173137547147533e-05, 'epoch': 1.1}
{'loss': 2.1465, 'learning_rate': 3.167567844547373e-05, 'epoch': 1.1}
{'loss': 2.1435, 'learning_rate': 3.161998141947213e-05, 'epoch': 1.1}
{'loss': 2.1589, 'learning_rate': 3.156428439347053e-05, 'epoch': 1.11}
{'loss': 2.1871, 'learning_rate': 3.150858736746893e-05, 'epoch': 1.11}
{'loss': 2.1663, 'learning_rate': 3.145289034146733e-05, 'epoch': 1.11}
{'loss': 2.1569, 'learning_rate': 3.139719331546573e-05, 'epoch': 1.12}
{'loss': 2.1403, 'learning_rate': 3.134149628946413e-05, 'epoch': 1.12}
{'loss': 2.1119, 'learning_rate': 3.1285799263462526e-05, 'epoch': 1.12}
{'loss': 2.1337, 'learning_rate': 3.1230102237460926e-05, 'epoch': 1.13}
{'loss': 2.1088, 'learning_rate': 3.117440521145933e-05, 'epoch': 1.13}
{'loss': 2.1321, 'learning_rate': 3.111870818545773e-05, 'epoch': 1.13}
{'loss': 2.1304, 'learning_rate': 3.106301115945613e-05, 'epoch': 1.14}
{'loss': 2.1109, 'learning_rate': 3.100731413345453e-05, 'epoch': 1.14}
{'loss': 2.17, 'learning_rate': 3.095161710745293e-05, 'epoch': 1.14}
{'loss': 2.1642, 'learning_rate': 3.089592008145134e-05, 'epoch': 1.15}
{'loss': 2.1043, 'learning_rate': 3.084022305544974e-05, 'epoch': 1.15}
{'loss': 2.138, 'learning_rate': 3.078452602944814e-05, 'epoch': 1.15}
{'loss': 2.1187, 'learning_rate': 3.072882900344654e-05, 'epoch': 1.16}
{'loss': 2.1249, 'learning_rate': 3.067313197744493e-05, 'epoch': 1.16}
{'loss': 2.1461, 'learning_rate': 3.061743495144333e-05, 'epoch': 1.16}
{'loss': 2.1719, 'learning_rate': 3.0561737925441734e-05, 'epoch': 1.17}
{'loss': 2.1467, 'learning_rate': 3.0506040899440134e-05, 'epoch': 1.17}
{'loss': 2.1062, 'learning_rate': 3.0450343873438535e-05, 'epoch': 1.17}
{'loss': 2.1209, 'learning_rate': 3.0394646847436936e-05, 'epoch': 1.18}
{'loss': 2.1788, 'learning_rate': 3.0338949821435336e-05, 'epoch': 1.18}
{'loss': 2.1693, 'learning_rate': 3.0283252795433737e-05, 'epoch': 1.18}
{'loss': 2.1285, 'learning_rate': 3.0227555769432138e-05, 'epoch': 1.19}
{'loss': 2.099, 'learning_rate': 3.0171858743430538e-05, 'epoch': 1.19}
{'loss': 2.1386, 'learning_rate': 3.0116161717428935e-05, 'epoch': 1.19}
{'loss': 2.1692, 'learning_rate': 3.0060464691427336e-05, 'epoch': 1.2}
{'loss': 2.1385, 'learning_rate': 3.0004767665425737e-05, 'epoch': 1.2}
{'loss': 2.1586, 'learning_rate': 2.9949070639424137e-05, 'epoch': 1.2}
{'loss': 2.1381, 'learning_rate': 2.9893373613422538e-05, 'epoch': 1.21}
{'loss': 2.1275, 'learning_rate': 2.983767658742094e-05, 'epoch': 1.21}
{'loss': 2.1391, 'learning_rate': 2.9781979561419336e-05, 'epoch': 1.21}
{'loss': 2.1847, 'learning_rate': 2.9726282535417736e-05, 'epoch': 1.22}
{'loss': 2.1704, 'learning_rate': 2.9670585509416144e-05, 'epoch': 1.22}
{'loss': 2.1383, 'learning_rate': 2.9614888483414545e-05, 'epoch': 1.22}
{'loss': 2.1715, 'learning_rate': 2.9559191457412945e-05, 'epoch': 1.23}
{'loss': 2.1362, 'learning_rate': 2.9503494431411342e-05, 'epoch': 1.23}
{'loss': 2.1297, 'learning_rate': 2.9447797405409743e-05, 'epoch': 1.23}
{'loss': 2.1655, 'learning_rate': 2.9392100379408144e-05, 'epoch': 1.24}
{'loss': 2.1644, 'learning_rate': 2.9336403353406544e-05, 'epoch': 1.24}
{'loss': 2.1211, 'learning_rate': 2.9280706327404945e-05, 'epoch': 1.24}
{'loss': 2.1378, 'learning_rate': 2.9225009301403346e-05, 'epoch': 1.25}
{'loss': 2.1444, 'learning_rate': 2.9169312275401746e-05, 'epoch': 1.25}
{'loss': 2.1214, 'learning_rate': 2.9113615249400143e-05, 'epoch': 1.25}
{'loss': 2.1319, 'learning_rate': 2.9057918223398544e-05, 'epoch': 1.26}
{'loss': 2.1507, 'learning_rate': 2.9002221197396945e-05, 'epoch': 1.26}
{'loss': 2.1371, 'learning_rate': 2.8946524171395345e-05, 'epoch': 1.26}
{'loss': 2.1458, 'learning_rate': 2.8890827145393746e-05, 'epoch': 1.27}
{'loss': 2.1286, 'learning_rate': 2.8835130119392147e-05, 'epoch': 1.27}
{'loss': 2.1359, 'learning_rate': 2.8779433093390544e-05, 'epoch': 1.27}
{'loss': 2.1394, 'learning_rate': 2.8723736067388944e-05, 'epoch': 1.28}
{'loss': 2.1313, 'learning_rate': 2.8668039041387345e-05, 'epoch': 1.28}
{'loss': 2.143, 'learning_rate': 2.8612342015385746e-05, 'epoch': 1.28}
{'loss': 2.1711, 'learning_rate': 2.8556644989384146e-05, 'epoch': 1.29}
{'loss': 2.1387, 'learning_rate': 2.8500947963382547e-05, 'epoch': 1.29}
{'loss': 2.1777, 'learning_rate': 2.844525093738095e-05, 'epoch': 1.29}
{'loss': 2.1151, 'learning_rate': 2.838955391137935e-05, 'epoch': 1.3}
